ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2049-06-16,54,66717,565,Unemployed,Bachelor,30,17261,72,Married,1,Mortgage,389,0.23565423761934665,3,3,0.0772184667225201,0,Other,1,25,23,18835,2907,36069,1997,5559.75,0.7108759226986907,5,34072,0.24976099999999998,0.2584840644313471,473.9889131094531,0.1552208126461537,0,59.0
2049-06-17,30,21053,544,Employed,Associate,12,12256,36,Married,0,Mortgage,868,0.20991394177651132,4,1,0.2698571079308644,0,Auto,0,24,20,201,1027,138627,6057,1754.4166666666667,0.9058863984725923,3,132570,0.22525599999999998,0.18844784773333967,448.29495707271906,0.7502749957190248,0,50.0
2049-06-18,42,56734,584,Employed,High School,21,17172,84,Married,3,Rent,219,0.09222022564793969,4,0,0.27424428660048217,0,Debt Consolidation,1,24,16,115,4198,183778,13906,4727.833333333333,0.8316555045460148,8,169872,0.250172,0.21675504781037871,398.83622481788336,0.13068062709864633,0,53.0
2049-06-19,42,77450,564,Employed,Associate,20,26360,60,Single,0,Mortgage,315,0.32978959990516926,3,2,0.6410170475230237,0,Education,0,27,11,40803,1090,41893,20591,6454.166666666667,0.7287684016242946,5,21302,0.24935999999999997,0.24804342784995329,770.680135164313,0.16821383630693035,1,46.400000000000006
2049-06-20,55,100109,518,Employed,High School,30,43918,36,Divorced,1,Mortgage,581,0.3536098228954202,3,0,0.18250776023419624,0,Home,0,21,20,1244,1815,211356,13942,8342.416666666666,0.8746462022810483,3,197414,0.269918,0.23369048912380008,1708.512698309322,0.2744423816011734,1,36.0
2049-06-21,55,74098,641,Employed,Bachelor,34,49667,36,Widowed,4,Own,542,0.05124871411659879,1,1,0.11367174720121244,0,Education,0,26,14,2353,555,36368,22212,6174.833333333333,0.8990968859646694,7,14156,0.21416700000000002,0.19036358048466648,1821.50768025772,0.38276461123232264,0,46.0
2049-06-22,39,39918,605,Employed,Associate,16,19223,96,Single,2,Rent,798,0.22660944816350992,1,1,0.378793916950093,0,Debt Consolidation,0,26,4,5936,903,20771,3120,3326.5,0.9448625631099044,7,17651,0.251723,0.2648621849397144,483.7747172109643,0.3853223259314488,0,55.0
2049-06-23,34,90455,559,Self-Employed,Associate,12,19799,72,Married,1,Mortgage,175,0.2076294058785482,0,0,0.3043339131350848,0,Other,0,15,4,6919,1633,21629,92854,7537.916666666667,0.6049598841566157,7,1316,0.255299,0.23997984883619233,521.2207017009575,0.09236248322825151,0,59.0
2049-06-24,32,35396,597,Employed,Bachelor,8,18469,36,Single,1,Mortgage,661,0.4014190871045594,4,0,0.12042969766639916,0,Other,0,27,20,980,5503,14932,84171,2949.6666666666665,0.7831970812931398,6,9583,0.20496899999999998,0.21564014344508672,701.180642399351,0.461808331698277,0,52.0
2049-06-25,37,55490,582,Employed,Bachelor,14,20425,72,Married,1,Mortgage,230,0.22654682914516625,3,0,0.197170650439876,0,Education,0,24,25,3854,1668,81432,2500,4624.166666666667,0.8249154984825833,2,78932,0.244425,0.256088514012989,557.8472500216301,0.17037604974336926,1,38.400000000000006
2049-06-26,34,26850,529,Employed,Bachelor,10,19441,60,Widowed,0,Own,316,0.45635840207121986,2,2,0.6413801401845841,0,Other,0,35,13,4280,3080,32494,17518,2237.5,0.7470751768431951,2,14976,0.259941,0.2668258059096853,589.9545210156356,0.40489587531425053,0,61.0
2049-06-27,46,67920,598,Employed,Associate,25,43668,108,Single,4,Rent,365,0.2545347397662573,2,3,0.3262988907389247,0,Debt Consolidation,0,27,24,1815,451,45579,46456,5660.0,0.8760295674227407,7,5904,0.28966800000000004,0.2979012568360028,1166.6200392865444,0.2706042472237711,0,54.0
2049-06-28,45,102894,571,Employed,Associate,25,12010,24,Married,2,Own,284,0.3752479394331634,1,2,0.5992837854597007,0,Home,0,17,14,1210,3953,500482,65535,8574.5,0.8360013334002204,8,434947,0.20151,0.1918765447004855,606.5030354657737,0.1038548061654643,1,40.800000000000004
2049-06-29,47,81461,632,Self-Employed,Master,24,17715,84,Married,2,Rent,310,0.05958900233216793,5,2,0.8456869554839429,0,Home,0,23,4,3693,541,99993,4762,6788.416666666667,0.6669159966477378,8,95231,0.22671500000000003,0.272058,473.6776158524197,0.11544335805144837,0,57.0
2049-06-30,55,94113,589,Unemployed,Associate,33,19596,48,Widowed,4,Own,838,0.29746017233395877,3,0,0.11038714872997851,0,Education,0,25,21,2065,3501,39191,39133,7842.75,0.7703947514138579,1,9724,0.220096,0.20741172095094293,604.0790329013249,0.1838741554813458,1,41.6
2049-07-01,62,129520,667,Employed,Bachelor,39,25252,24,Single,2,Rent,635,0.5767161361740627,0,1,0.3063256079987735,0,Auto,0,20,23,1658,1160,39398,23768,10793.333333333334,0.9115123769380641,2,15630,0.16675199999999998,0.16622002311717848,1243.9344592666057,0.17408287145768428,1,37.6
2049-07-02,41,52476,538,Employed,Doctorate,18,38964,60,Married,3,Mortgage,647,0.38962416415587575,4,0,0.54791081302062,0,Debt Consolidation,1,34,7,3986,798,34682,192251,4373.0,0.8898003367224396,4,8674,0.274964,0.2199712,1076.0794869807132,0.39402686644882534,0,65.0
2049-07-03,53,29408,599,Unemployed,High School,28,22251,36,Married,1,Own,140,0.07510080544922773,4,2,0.32852862245255054,0,Debt Consolidation,0,18,27,640,495,45704,19684,2450.6666666666665,0.9620070314377234,4,26020,0.207751,0.17738129834158425,801.506926975565,0.38418400175825557,0,58.0
2049-07-04,35,15000,514,Employed,Bachelor,11,26796,96,Married,2,Mortgage,206,0.061119539783645524,7,1,0.3181314275556236,0,Auto,1,27,4,2839,936,79499,43351,1250.0,0.6694671241605468,5,36148,0.304796,0.3100860330501515,757.8756473303781,0.7711005178643024,0,64.0
2049-07-05,54,29945,606,Employed,Associate,33,17548,12,Married,2,Rent,391,0.062268078851885046,3,0,0.2124135887307753,0,Home,0,31,5,7036,751,54266,6551,2495.4166666666665,0.908736504381609,3,47715,0.179548,0.18615696175900684,1613.9468671608774,0.8034517417241787,0,52.0
2049-07-06,52,72285,619,Employed,Master,32,7246,48,Married,0,Mortgage,512,0.6249404387246869,3,1,0.08502269784666543,0,Debt Consolidation,1,17,4,5930,1293,56676,4469,6023.75,0.8313948738410455,6,52207,0.19274600000000003,0.15419680000000002,203.20646211236058,0.11873109974888742,1,44.800000000000004
2049-07-07,52,15000,634,Employed,Associate,26,16664,60,Widowed,3,Rent,286,0.2534554573581868,4,2,0.4163970734453481,0,Home,0,24,5,5056,1761,26644,35806,1250.0,0.8906080064234183,2,9383,0.204664,0.2394182219558548,478.82682739834087,0.6118614619186726,0,57.0
2049-07-08,41,58955,524,Employed,Associate,22,16921,60,Married,0,Own,648,0.16951301380203196,3,0,0.382808168229388,0,Debt Consolidation,0,35,23,3789,119,109049,23963,4912.916666666667,0.8833295576460884,3,85086,0.259921,0.20793680000000003,455.80823544884515,0.22467473200553204,1,40.800000000000004
2049-07-09,31,48015,566,Employed,High School,9,16076,48,Single,0,Rent,482,0.6172899554058866,2,2,0.02646455930003671,0,Home,0,21,24,3251,4323,372548,6721,4001.25,0.7543882871099804,5,365827,0.228076,0.245283847636419,528.8141091846983,0.25262458211426386,1,37.6
2049-07-10,23,15000,538,Employed,Master,0,26952,60,Divorced,0,Own,363,0.19936015982340954,4,1,0.1459207022204156,0,Auto,0,22,25,2491,817,126262,41109,1250.0,0.7141250961308401,1,85153,0.262952,0.2876241902028443,851.6127280025851,0.9716901824020681,0,49.0
2049-07-11,39,82227,515,Employed,Bachelor,13,58755,48,Married,2,Mortgage,461,0.1753408632677406,7,0,0.12348212570814929,0,Home,0,22,20,2884,6947,44606,13950,6852.25,0.9616794681170029,3,30656,0.296255,0.3083090492184503,2144.020655221346,0.380170112768995,0,48.0
2049-07-12,58,39834,521,Employed,High School,36,21637,36,Divorced,0,Mortgage,429,0.096159500788775,4,1,0.14089736768139483,0,Debt Consolidation,0,20,12,4481,591,41580,26580,3319.5,0.7283844116471675,10,15000,0.246137,0.21750078791462826,823.5319727015295,0.3773254926047686,0,50.0
2049-07-13,36,19860,462,Employed,Bachelor,13,15801,60,Married,0,Own,478,0.06255955427139236,1,0,0.03213109954107055,0,Debt Consolidation,0,30,3,6049,1461,86947,25592,1655.0,0.6892297503679334,5,61355,0.28980100000000003,0.2788719707683217,490.90236730523253,0.5854394968611677,0,52.0
2049-07-14,49,18641,630,Employed,High School,28,33191,96,Divorced,1,Mortgage,652,0.39138323695993765,4,0,0.1640685849882525,0,Education,0,33,24,7731,3356,181154,6327,1553.4166666666667,0.9190032883460088,4,174827,0.253191,0.2675321348393339,841.280815913852,0.9612880098152581,0,45.0
2049-07-15,50,68704,527,Employed,High School,27,24075,36,Married,3,Rent,191,0.29028438261581707,0,1,0.028245138409328876,0,Home,0,28,12,6227,582,125355,87976,3330.6666666666665,0.9295265460808534,2,37379,0.24557500000000002,0.29469,1015.032363715597,0.3620993886255796,0,50.0
2049-07-16,36,53131,638,Employed,Bachelor,16,26176,36,Married,0,Own,613,0.03700932756152432,0,1,0.4326523733939379,0,Debt Consolidation,0,23,11,3760,188,17709,5635,4427.583333333333,0.8359720679358428,4,12074,0.192176,0.19703185659958786,968.8397575838716,0.35726933599982047,0,52.0
2049-07-17,55,50714,593,Employed,Associate,34,16378,48,Divorced,1,Other,904,0.2097592827475821,3,3,0.20489221342562533,0,Home,0,24,11,8434,814,270042,16414,4226.166666666667,0.8340662717270619,5,253628,0.214878,0.22200115888908245,517.7875223469518,0.33642485838552316,0,46.0
2049-07-18,18,87840,554,Employed,Master,0,27499,60,Married,4,Rent,342,0.1469039501260289,3,3,0.1574829213605904,0,Home,0,17,18,3793,3254,49544,33872,7320.0,0.7669740188370822,9,15672,0.255499,0.2954538899617205,882.0226090685301,0.1672162034246626,0,48.0
2049-07-19,25,57308,637,Employed,Bachelor,3,10356,48,Divorced,0,Rent,374,0.5394172861824713,2,2,0.15448378946080327,0,Auto,0,18,28,2640,1145,128461,37466,4775.666666666667,0.8663442719162066,5,90995,0.18685600000000002,0.18650201469114616,307.73731946862426,0.14275228299056836,1,36.800000000000004
2049-07-20,29,36963,598,Employed,Doctorate,5,26761,48,Divorced,2,Mortgage,361,0.23666458274599153,2,2,0.4949032032445326,0,Home,0,35,20,8923,1003,210008,66865,3080.25,0.5441168424296889,6,143143,0.22276100000000001,0.22232765973407279,846.5194993476317,0.3920199657000671,0,53.0
2049-07-21,30,37944,609,Employed,Master,8,31094,72,Married,1,Other,386,0.36469102766386235,8,0,0.413245709190865,0,Other,0,20,16,6136,89,157287,7537,3162.0,0.751377352636202,2,149750,0.241594,0.20149448342920626,747.4852483889773,0.35847098304521735,0,50.0
2049-07-22,44,92359,501,Employed,Associate,24,10656,36,Married,1,Mortgage,268,0.19028122326751726,1,3,0.11520460656314593,0,Debt Consolidation,0,28,24,3558,3996,66598,25615,7696.583333333333,0.9132073157745039,3,40983,0.24515599999999999,0.2715999426345998,435.94866382521263,0.09146248839747671,1,38.400000000000006
2049-07-23,43,30844,638,Employed,Master,18,46909,12,Married,0,Mortgage,476,0.05390501996263121,5,0,0.33125384588211393,0,Auto,0,23,4,828,3006,62829,49626,2570.3333333333335,0.711980595369683,4,13203,0.19290900000000002,0.19814649445726876,4341.231893448032,1.874166214543392,0,54.0
2049-07-24,44,67522,628,Employed,Master,24,26059,36,Married,1,Other,550,0.4753413812018661,0,1,0.25420347795237824,0,Other,0,22,3,25276,1496,26772,36271,5626.833333333333,0.8098030336912808,5,7305,0.197059,0.17459762015300703,935.0480852936693,0.2639225293019169,1,42.400000000000006
2049-07-25,47,79984,647,Self-Employed,Doctorate,26,20063,60,Married,1,Rent,664,0.27992412422041657,4,0,0.30181430269737214,0,Home,0,23,18,7124,3266,124140,62353,6665.333333333333,0.8475487093379931,10,61787,0.201563,0.1941358647832825,525.021680582857,0.17838892987340324,1,41.6
2049-07-26,28,84252,592,Employed,High School,6,15063,48,Divorced,1,Mortgage,417,0.3480252476531035,2,2,0.3944723297770687,0,Other,0,26,13,3848,1006,18509,4588,7021.0,0.7401221876818443,6,13921,0.214063,0.22278563443751484,476.856964641857,0.12731191634266587,1,42.400000000000006
2049-07-27,25,59598,584,Employed,Master,0,8892,36,Single,0,Rent,542,0.16256197070143796,3,1,0.29965970318007923,0,Home,0,21,11,3760,899,122011,41680,4966.5,0.8568824077090783,4,80331,0.20189200000000002,0.20165228853372957,331.20766330664884,0.17581952346856916,1,39.2
2049-07-28,44,23141,495,Employed,High School,23,34393,60,Married,4,Mortgage,813,0.2465827271092116,3,1,0.06356438185725055,0,Other,0,23,9,90467,1503,91970,13099,1928.4166666666667,0.8441495017369801,4,78871,0.291893,0.33635163024347076,1190.7282504235304,1.039053584766534,0,51.0
2049-07-29,32,58351,530,Employed,Bachelor,11,26971,12,Single,0,Other,270,0.5178938865863754,2,1,0.10216215302659386,0,Other,0,34,5,15404,1218,16622,36978,4862.583333333333,0.6717109308645776,4,6591,0.226971,0.21866022743283361,2522.5952522596945,0.5743028059007786,0,53.0
2049-07-30,21,50750,575,Employed,Associate,0,13235,48,Married,0,Rent,1003,0.03752936131934815,3,0,0.19538835700736557,0,Other,0,28,29,5034,907,25368,22365,4229.166666666667,0.9513855538401677,7,3003,0.22073500000000001,0.19570732804619317,399.7250636499429,0.33167883278422294,0,49.0
2049-07-31,51,73459,617,Employed,Master,29,40596,96,Single,1,Mortgage,269,0.15983819000933608,2,0,0.27356982583409745,0,Debt Consolidation,0,23,28,6899,532,38894,30240,6121.583333333333,0.7740852763928058,2,8654,0.267096,0.2588757147847178,1005.3291861156537,0.20816986663836756,0,48.0
2049-08-01,56,87342,512,Unemployed,Associate,34,32588,96,Married,3,Mortgage,196,0.2895841265101419,2,1,0.3913356619793041,0,Education,0,29,23,1699,704,26638,45916,7278.5,0.46190722278360336,6,4209,0.31158800000000003,0.32629854974378414,959.1201575864424,0.1587030511213083,0,56.0
2049-08-02,58,22712,592,Employed,Bachelor,35,32382,48,Married,2,Mortgage,245,0.27153648970273764,3,1,0.803819259493665,0,Other,0,25,11,5735,5811,22440,42288,1892.6666666666667,0.9718081272932232,7,1712,0.231382,0.25882258996700364,1089.6898723568056,0.7051901403787278,0,60.0
2049-08-03,42,47452,578,Employed,Bachelor,22,20991,72,Married,1,Rent,472,0.13855127529989933,2,1,0.32460115159217995,0,Debt Consolidation,0,31,3,1226,498,206307,15243,3954.3333333333335,0.7043476609754316,8,191064,0.24699100000000002,0.29319600390469,622.3181677214732,0.27673897860274965,0,53.0
2049-08-04,47,50995,634,Employed,High School,28,16227,36,Divorced,1,Own,95,0.13571879404275866,2,5,0.3265437122967483,0,Auto,0,16,14,6429,759,93691,17419,4249.583333333333,0.6471748114175464,5,76272,0.184227,0.16950958116837042,578.1408288493037,0.15840160694561517,1,38.400000000000006
2049-08-05,56,80967,575,Employed,Bachelor,29,12373,108,Married,3,Other,563,0.33325956150376096,4,1,0.41328491941664125,0,Auto,0,23,3,3068,4119,18506,12673,6747.25,0.7663093944922611,3,5833,0.26987300000000003,0.2830839024815867,317.47373618244825,0.1304937176156876,0,58.0
2049-08-06,32,77173,606,Employed,Bachelor,9,17017,36,Married,3,Rent,488,0.4488172020782905,3,1,0.4192299254627973,0,Other,0,18,4,3405,1780,31297,25903,6431.083333333333,0.9760665414663541,2,5394,0.199017,0.18769276671151341,621.7921933356831,0.17256691226242596,1,45.6
2049-08-07,53,52682,618,Employed,Bachelor,30,23713,84,Married,0,Rent,412,0.26497470016434116,0,0,0.1438537903339744,0,Education,0,20,1,6443,1808,116752,25453,4390.166666666667,0.7971883957919719,2,91299,0.23971300000000004,0.20758201651888183,537.4546476304746,0.21626847446121436,0,49.0
2049-08-08,43,36206,610,Employed,High School,22,18923,12,Single,0,Rent,1042,0.22955457769092102,7,0,0.47137276903117364,0,Debt Consolidation,0,19,3,6213,2757,133696,7592,3017.1666666666665,0.8510109456697513,9,126104,0.178923,0.19818921971825984,1751.2832354964312,0.925796796828072,0,53.0
2049-08-09,50,97634,587,Employed,High School,26,37259,36,Married,0,Own,614,0.35124257314175583,1,2,0.494880839344114,0,Auto,0,16,14,24410,980,72296,26156,4662.166666666667,0.8908915084422753,2,46140,0.22875900000000002,0.2613588446633361,1503.8865458284056,0.4542708781671766,0,55.0
2049-08-10,42,22202,576,Employed,High School,21,20014,72,Married,3,Mortgage,716,0.20159379327014396,2,3,0.7410364939035592,0,Other,0,27,21,7898,4019,11917,63686,1850.1666666666667,0.8673900297586418,3,6056,0.247014,0.2480054856339398,536.6737943760797,0.6770599735390035,0,60.0
2049-08-11,55,45230,620,Employed,Master,37,25221,24,Married,0,Own,539,0.17096437109847967,3,2,0.24547222226139606,0,Debt Consolidation,0,26,6,2405,146,421622,150948,3769.1666666666665,0.821880078665693,4,270674,0.190221,0.15764135712157076,1232.0581396141508,0.4698805588187002,1,36.0
2049-08-12,42,78481,588,Employed,Associate,21,23199,24,Single,3,Rent,683,0.4430455971124507,1,1,0.3793989440680106,0,Debt Consolidation,0,26,15,2666,892,112120,174818,6540.083333333333,0.9384964728248373,3,9187,0.204199,0.18361921717204588,1162.250175744236,0.2821447497984332,1,44.0
2049-08-13,22,54416,571,Employed,Associate,0,24081,60,Single,0,Own,605,0.18618451947171955,3,1,0.21386138745553573,0,Debt Consolidation,0,23,22,1640,418,113396,29784,4534.666666666667,0.9155443885238271,5,83612,0.243581,0.228632501331696,676.9640727368159,0.2827030445611914,0,49.0
2049-08-14,57,33405,628,Employed,Associate,35,11944,48,Widowed,1,Mortgage,173,0.19817110019068268,1,2,0.18006949082765147,0,Debt Consolidation,0,28,16,1787,1620,88880,47488,2783.75,0.8279150328595141,7,41392,0.19294400000000003,0.19489359898817868,360.21862177231054,0.19154687805022383,1,37.6
2049-08-15,28,26314,610,Employed,Bachelor,6,25819,48,Single,1,Other,915,0.44619445531980784,4,0,0.30015472907963336,0,Debt Consolidation,0,28,2,2110,808,34094,4453,2192.8333333333335,0.6953909211574409,5,29641,0.215819,0.22149113961318448,815.5469925411765,0.7891830930491037,0,58.0
2049-08-16,55,28898,591,Employed,High School,34,12386,36,Single,1,Other,793,0.67840476073651,2,0,0.26904466508283087,0,Home,0,24,29,8245,1904,15362,16919,2408.1666666666665,0.5975122914926569,6,7387,0.201886,0.19184703930017438,455.17897168293325,0.518310874807779,0,56.0
2049-08-17,38,30097,488,Self-Employed,High School,17,12870,36,Married,0,Rent,480,0.10066744419695352,3,2,0.2768657611403128,0,Education,0,17,2,71104,2363,73467,76821,2508.0833333333335,0.8447634167044468,6,7773,0.25387,0.2327415931789107,500.035012588502,0.3907505781659974,0,59.0
2049-08-18,54,42676,574,Employed,Associate,32,20838,12,Married,0,Mortgage,453,0.07792498136998673,3,3,0.25478442497721077,0,Home,0,33,10,7341,2758,84413,9878,3556.3333333333335,0.3821567841450185,4,74535,0.19883800000000001,0.20798230613163055,1938.287503320006,0.672402522257008,0,50.0
2049-08-19,53,135775,616,Employed,Bachelor,34,21540,72,Single,4,Rent,886,0.0681410203872335,0,0,0.20412776287658363,0,Debt Consolidation,0,19,29,2667,1523,336295,5584,11314.583333333334,0.740196170782213,5,330711,0.22854000000000002,0.1914574467316842,505.3336331738985,0.12296817232986029,1,32.0
2049-08-20,45,126787,613,Employed,Master,26,12974,60,Single,0,Mortgage,1018,0.0882875338184305,1,2,0.6251667269363326,0,Home,0,25,6,8983,425,35412,2423,10565.583333333334,0.7582032456969392,5,32989,0.211474,0.23275895240345368,367.80264142276263,0.1311619621654677,1,43.2
2049-08-21,46,22545,601,Self-Employed,High School,23,9197,36,Single,1,Mortgage,338,0.19598258548291023,4,2,0.276857596947092,0,Home,1,20,28,3669,272,20996,10769,1878.75,0.7817905813749535,4,10227,0.193697,0.18854967610295403,336.4514002971573,0.3589894346225721,0,59.0
2049-08-22,45,71201,562,Employed,Master,22,9033,60,Single,0,Own,857,0.17826410863545572,2,2,0.381989676495968,1,Debt Consolidation,0,28,25,24441,80,455796,22703,5933.416666666667,0.7768674709237179,8,433093,0.233033,0.2170484000910397,247.96809571373032,0.18622796236801115,1,47.2
2049-08-23,18,44213,440,Employed,High School,0,25937,24,Single,2,Mortgage,169,0.3033503915394459,1,1,0.48235363971411216,0,Other,0,18,13,2276,900,77671,68449,3684.4166666666665,0.8482671818309944,1,9222,0.280937,0.2341826944492393,1363.798485395631,0.41602202575594444,0,57.0
2049-08-24,41,58680,618,Employed,Associate,19,23411,36,Single,1,Other,200,0.21709061549659844,2,1,0.3801464510321878,0,Education,0,19,1,729,2683,75768,23713,4890.0,0.8887430086268612,4,52055,0.19941100000000003,0.20633767527442365,877.6149805284148,0.22037116166225254,0,53.0
2049-08-25,26,23878,546,Employed,High School,6,28761,96,Single,1,Own,247,0.46245118043014843,1,0,0.1467368268320921,0,Auto,0,21,28,12276,2285,222546,3973,1989.8333333333333,0.807666797414451,6,218573,0.290761,0.2635946676460959,721.3569425619006,0.48665228707357433,0,49.0
2049-08-26,42,38486,578,Employed,Master,23,29515,84,Single,0,Own,368,0.09493847173347712,4,2,0.23377306394580713,0,Auto,0,19,19,5502,1231,25027,34574,3207.1666666666665,0.716820860920005,3,9250,0.265515,0.24298049669285302,733.8778628989458,0.34356738436801304,0,52.0
2049-08-27,26,59123,622,Employed,Bachelor,5,23000,48,Single,1,Other,390,0.2219207827098668,2,1,0.3045741498709943,0,Education,0,20,4,3474,24050,131982,54460,4926.916666666667,0.8355444350118759,4,77522,0.20700000000000002,0.20364639848206909,704.3745053673998,0.22212157814063554,0,52.0
2049-08-28,25,32553,597,Employed,Associate,2,25741,48,Single,0,Mortgage,328,0.2334946917178811,5,0,0.5967392881800334,0,Debt Consolidation,0,17,18,284,635,55357,18455,2712.75,0.7796800589794441,5,36902,0.222241,0.21718872762402242,807.0743931616441,0.418422041530419,0,59.0
2049-08-29,59,60276,633,Employed,Associate,34,25424,36,Widowed,3,Mortgage,131,0.08354596477622622,1,1,0.5146231537916699,0,Home,0,27,22,2228,662,9999,61618,5023.0,0.7827321394252503,3,5280,0.193924,0.20746868243166217,954.5497981620607,0.21611582682899871,0,54.0
2049-08-30,52,28733,590,Employed,Bachelor,29,47167,120,Married,2,Rent,779,0.40339008200950366,3,1,0.44846550837892185,0,Auto,1,24,25,968,443,35340,3234,2394.4166666666665,0.7098881559950181,4,32106,0.30716699999999997,0.31254005624400455,1287.3103388386935,0.862970245573533,0,65.0
2049-08-31,39,30952,562,Employed,High School,19,21849,72,Single,1,Rent,231,0.5912788037351364,3,2,0.4154913967642659,0,Other,0,35,28,6263,554,31263,24319,2579.3333333333335,0.6899130859356212,2,6944,0.255849,0.30206351563238715,660.2182219611623,0.34552270171665633,0,58.0
2049-09-01,42,16644,572,Employed,High School,21,96375,60,Single,4,Mortgage,913,0.3888579535357364,2,1,0.5058727197014075,1,Debt Consolidation,0,30,10,2035,320,44418,22961,1387.0,0.6307081789771908,5,21457,0.315375,0.3218446680449556,3248.599580562414,3.00043228591378,0,72.0
2049-09-02,37,74771,529,Self-Employed,Master,16,17771,108,Single,3,Mortgage,664,0.18710588143874526,5,0,0.41706838128128254,0,Education,0,26,4,4753,1737,27438,22724,6230.916666666667,0.8161049261157056,2,4714,0.298271,0.27535849940875223,446.2861207332853,0.1781898523331161,0,61.0
2049-09-03,46,34234,542,Employed,High School,24,22313,72,Married,2,Mortgage,407,0.2125616565908164,3,0,0.408692264672172,1,Debt Consolidation,0,29,5,4120,136,24419,18365,2852.8333333333335,0.9994327597206204,4,6054,0.266313,0.28062827571776144,643.6531891603537,0.36828411140749673,0,71.0
2049-09-04,31,60004,609,Employed,Bachelor,6,81926,96,Single,0,Rent,603,0.30767515582473826,2,0,0.39184943566454766,0,Other,0,26,6,2612,1107,31340,24638,5000.333333333333,0.7236285079175288,12,6702,0.312426,0.2789710190255346,2140.258118888423,0.5486150494410552,0,53.0
2049-09-05,51,41345,590,Unemployed,High School,26,14820,60,Married,2,Own,246,0.14017704947684884,2,1,0.18306090667605646,0,Education,0,23,21,7021,7455,14476,13910,3445.4166666666665,0.873364922230109,0,5423,0.22482000000000002,0.2641439377877747,447.36075987650696,0.2012414830939191,0,53.0
2049-09-06,36,40317,441,Employed,High School,14,26000,24,Married,2,Mortgage,316,0.1788526934681745,3,0,0.13877398688130782,0,Debt Consolidation,0,18,28,14514,1700,16214,39268,3359.75,0.7670319729572231,10,3752,0.2805,0.300527775875974,1454.4397683789857,0.5269558057531024,0,50.0
2049-09-07,34,156901,510,Employed,Master,11,16440,24,Divorced,2,Mortgage,174,0.2702740302885086,1,2,0.5721163379247795,0,Education,0,24,18,205,4675,4880,8565,13075.083333333334,0.8013616752428628,3,8914,0.23644,0.2476539166711991,875.4938038935903,0.08026670095616396,1,44.800000000000004
2049-09-08,40,43723,556,Employed,Master,19,19712,36,Divorced,1,Mortgage,290,0.3964033109719648,2,1,0.6163359055275591,0,Other,0,21,2,3850,1294,9697,18915,3643.5833333333335,0.7386561023069297,3,2537,0.226712,0.1943939575318772,726.950118306875,0.2791071385696887,0,63.0
2049-09-09,32,62485,584,Employed,Bachelor,13,62237,12,Married,1,Rent,377,0.1874039974416057,5,3,0.15345134960150603,0,Debt Consolidation,0,10,6,5124,1715,143321,14208,5207.083333333333,0.8952048357568739,4,129113,0.23523700000000003,0.23539710531650165,5871.250910082592,1.199952163255039,0,47.0
2049-09-10,43,27165,513,Employed,Associate,17,19721,24,Single,0,Mortgage,255,0.4354893369973485,5,1,0.3093991712474988,0,Debt Consolidation,0,27,7,3660,1693,248741,25157,2263.75,0.7995033518958629,0,223584,0.238221,0.24992529147017023,1052.465831036302,0.5775663527493328,0,54.0
2049-09-11,33,53166,626,Employed,Bachelor,15,43982,60,Married,4,Other,240,0.3866098597393846,1,2,0.45121252389690963,0,Auto,0,27,13,2015,1131,217952,29142,4430.5,0.7494084079580611,6,188810,0.23598200000000003,0.27827799708184425,1364.8501862847763,0.3622277815787781,0,49.0
2049-09-12,45,71181,617,Employed,Associate,26,32647,72,Single,1,Other,330,0.4493973509821437,2,1,0.4697730794644161,0,Education,0,27,7,906,1508,24678,2741,5931.75,0.7392108658390255,4,21937,0.23914700000000003,0.19557944033546787,773.6450504455255,0.18605724287866576,0,55.0
2049-09-13,54,66386,517,Self-Employed,Bachelor,28,15637,24,Divorced,3,Rent,280,0.6634296579637112,4,1,0.45857038138967293,0,Education,0,16,3,882,652,6249,66626,5532.166666666667,0.9193493496450382,4,10794,0.232137,0.23252317248048412,820.9215252648363,0.19900368004064165,0,64.0
2049-09-14,31,63785,535,Employed,Bachelor,8,41258,36,Married,0,Mortgage,145,0.1865833719355615,2,0,0.52911898144851,0,Auto,0,28,20,3483,4942,116134,12558,5315.416666666667,0.6293483800919639,10,103576,0.25875800000000004,0.27540224398145713,1696.34698437155,0.346416301833638,0,53.0
2049-09-15,38,88852,460,Employed,Master,18,10982,60,Single,4,Rent,275,0.11295480923643969,5,1,0.24851575784405774,0,Education,0,20,3,2494,986,20354,190465,7404.333333333333,0.7438753840878795,7,1329,0.285982,0.29568440024036413,352.3994133236971,0.08473408544415843,0,53.0
